name,song_count,total_views,tradition,file_path
Alathur Sivasubramania Iyer,2,4441,Carnatic,Carnatic/artist/Alathur Sivasubramania Iyer.json
Chalakudy Narayanaswamy,54,8582,Carnatic,Carnatic/artist/Chalakudy Narayanaswamy.json
Neela Ramgopal,1199,458139,Carnatic,Carnatic/artist/Neela Ramgopal.json
M. S. Padma,1,201,Carnatic,Carnatic/artist/M. S. Padma.json
Ravichandra Kulur,113,278263,Carnatic,Carnatic/artist/Ravichandra Kulur.json
Malladi Suribabu,332,1999735,Carnatic,Carnatic/artist/Malladi Suribabu.json
Tiruvidaimaruthur Veeraswami Pillai,21,7599,Carnatic,Carnatic/artist/Tiruvidaimaruthur Veeraswami Pillai.json
S. Ramakanth,103,61525,Carnatic,Carnatic/artist/S. Ramakanth.json
Neyyattinkara Vasudevan,560,1208479,Carnatic,Carnatic/artist/Neyyattinkara Vasudevan.json
Sikkil Gurucharan,2169,10986028,Carnatic,Carnatic/artist/Sikkil Gurucharan.json
T. H. Subramaniam,354,311219,Carnatic,Carnatic/artist/T. H. Subramaniam.json
Ambi Subramaniam,220,4656943,Carnatic,Carnatic/artist/Ambi Subramaniam.json
Mannargudi Easwaran,49,177203,Carnatic,Carnatic/artist/Mannargudi Easwaran.json
Mambalam MKS Natarajan,9,15702,Carnatic,Carnatic/artist/Mambalam MKS Natarajan.json
Trivandrum R. Venkataraman,54,56178,Carnatic,Carnatic/artist/Trivandrum R. Venkataraman.json
Melakaveri Balaji,20,30988,Carnatic,Carnatic/artist/Melakaveri Balaji.json
N. Manoj Siva,23,25602,Carnatic,Carnatic/artist/N. Manoj Siva.json
Patri Satish Kumar,154,24063296,Carnatic,Carnatic/artist/Patri Satish Kumar.json
K. Gayathri,695,1276370,Carnatic,Carnatic/artist/K. Gayathri.json
Mysore Nagamani Srinath,532,1507324,Carnatic,Carnatic/artist/Mysore Nagamani Srinath.json
K. S. Gopalakrishnan,1052,984132,Carnatic,Carnatic/artist/K. S. Gopalakrishnan.json
Madurai Somu,2556,8034681,Carnatic,Carnatic/artist/Madurai Somu.json
T. K. Rangachari,373,217945,Carnatic,Carnatic/artist/T. K. Rangachari.json
Charulatha Ramanujam,40,20898,Carnatic,Carnatic/artist/Charulatha Ramanujam.json
Tiger Varadachariar,65,58648,Carnatic,Carnatic/artist/Tiger Varadachariar.json
Sriranjani Santhanagopalan,867,7714030,Carnatic,Carnatic/artist/Sriranjani Santhanagopalan.json
Vasudha Keshav,60,33621,Carnatic,Carnatic/artist/Vasudha Keshav.json
T. K. Govindarao,347,222294,Carnatic,Carnatic/artist/T. K. Govindarao.json
Pattabhirama Pandit,313,354829,Carnatic,Carnatic/artist/Pattabhirama Pandit.json
Bhuvana Rajagopal,7,4100,Carnatic,Carnatic/artist/Bhuvana Rajagopal.json
B. U. Ganesh Prasad,74,72592,Carnatic,Carnatic/artist/B. U. Ganesh Prasad.json
Ashwath Narayanan,661,1939508,Carnatic,Carnatic/artist/Ashwath Narayanan.json
Lalgudi Vijayalakshmi,168,415605,Carnatic,Carnatic/artist/Lalgudi Vijayalakshmi.json
Vidya Kalyanaraman,550,1118430,Carnatic,Carnatic/artist/Vidya Kalyanaraman.json
Ramakrishnan Murthy,1647,22533343,Carnatic,Carnatic/artist/Ramakrishnan Murthy.json
S. Saketharaman,966,1755514,Carnatic,Carnatic/artist/S. Saketharaman.json
Edappally Ajith Kumar,94,143172,Carnatic,Carnatic/artist/Edappally Ajith Kumar.json
J. Vaidyanathan,29,60197,Carnatic,Carnatic/artist/J. Vaidyanathan.json
V. V. S. Murari,73,65647,Carnatic,Carnatic/artist/V. V. S. Murari.json
Amith Nadig,203,262678,Carnatic,Carnatic/artist/Amith Nadig.json
Chitravina Ravikiran,1214,4365335,Carnatic,Carnatic/artist/Chitravina Ravikiran.json
Sayee Rakshit,23,109185,Carnatic,Carnatic/artist/Sayee Rakshit.json
N. Kiranavali,70,158653,Carnatic,Carnatic/artist/N. Kiranavali.json
Neyveli B. Venkatesh,28,305734,Carnatic,Carnatic/artist/Neyveli B. Venkatesh.json
Mysore Nagaraj,95,127121,Carnatic,Carnatic/artist/Mysore Nagaraj.json
Poongulam S. Subramanian,7,13563,Carnatic,Carnatic/artist/Poongulam S. Subramanian.json
Papanasam Ashok Ramani,110,94815,Carnatic,Carnatic/artist/Papanasam Ashok Ramani.json
Kalpakam Swaminathan,193,165566,Carnatic,Carnatic/artist/Kalpakam Swaminathan.json
Mahadevan Sankaranarayanan,68,67792,Carnatic,Carnatic/artist/Mahadevan Sankaranarayanan.json
Bangalore S. Shankar,362,9448665,Carnatic,Carnatic/artist/Bangalore S. Shankar.json
Radha Venkatachalam,24,8503,Carnatic,Carnatic/artist/Radha Venkatachalam.json
Bombay Jayashri,1859,96377674,Carnatic,Carnatic/artist/Bombay Jayashri.json
Tumkur B. Ravishankar,10,11914,Carnatic,Carnatic/artist/Tumkur B. Ravishankar.json
Peri Srirama Murthy,7,866,Carnatic,Carnatic/artist/Peri Srirama Murthy.json
Ranjani Hebbar,124,1577780,Carnatic,Carnatic/artist/Ranjani Hebbar.json
Malladi Brothers,3423,11431523,Carnatic,Carnatic/artist/Malladi Brothers.json
Nalina Mohan,32,38080,Carnatic,Carnatic/artist/Nalina Mohan.json
Seetha Rajan,385,1147004,Carnatic,Carnatic/artist/Seetha Rajan.json
Madurai R. Sundar,77,96459,Carnatic,Carnatic/artist/Madurai R. Sundar.json
Puducode Krishnamoorthy,244,132932,Carnatic,Carnatic/artist/Puducode Krishnamoorthy.json
V. Selvaganesh,28,430819,Carnatic,Carnatic/artist/V. Selvaganesh.json
Vairamangalam Lakshmi Narayanan,132,80166,Carnatic,Carnatic/artist/Vairamangalam Lakshmi Narayanan.json
Deepika Venkatraman,9,33813,Carnatic,Carnatic/artist/Deepika Venkatraman.json
Kalyani Ganesan,36,10657,Carnatic,Carnatic/artist/Kalyani Ganesan.json
Chandrasekhara Sharma,9,42117,Carnatic,Carnatic/artist/Chandrasekhara Sharma.json
Chittoor Subramaniam Pillai,249,145412,Carnatic,Carnatic/artist/Chittoor Subramaniam Pillai.json
U. P. Raju,229,1107271,Carnatic,Carnatic/artist/U. P. Raju.json
Sankaran Namboothiri,1401,11448415,Carnatic,Carnatic/artist/Sankaran Namboothiri.json
K. Ramamurthy,15,2876,Carnatic,Carnatic/artist/K. Ramamurthy.json
Rohini Venkatachalam,4,423,Carnatic,Carnatic/artist/Rohini Venkatachalam.json
Vittal Ramamurthy,159,445449,Carnatic,Carnatic/artist/Vittal Ramamurthy.json
Embar Kannan,84,543794,Carnatic,Carnatic/artist/Embar Kannan.json
S. Mahathi,429,1220528,Carnatic,Carnatic/artist/S. Mahathi.json
Kalyanapuram S. Aravind,476,638932,Carnatic,Carnatic/artist/Kalyanapuram S. Aravind.json
Bhanu Kannan,6,210,Carnatic,Carnatic/artist/Bhanu Kannan.json
Rajeev Mukundan,13,2760,Carnatic,Carnatic/artist/Rajeev Mukundan.json
K. B. Sundarambal,131,1805503,Carnatic,Carnatic/artist/K. B. Sundarambal.json
V. L. Kumar,50,45873,Carnatic,Carnatic/artist/V. L. Kumar.json
R. Vedavalli,1309,47305452,Carnatic,Carnatic/artist/R. Vedavalli.json
Viji Krishnan,25,65178,Carnatic,Carnatic/artist/Viji Krishnan.json
Poorna Pragnya Rao,19,4708,Carnatic,Carnatic/artist/Poorna Pragnya Rao.json
Kandadevi Alagiriswamy,7,133,Carnatic,Carnatic/artist/Kandadevi Alagiriswamy.json
Nerkunam Sankar,22,48565,Carnatic,Carnatic/artist/Nerkunam Sankar.json
Desur Brothers,116,168921,Carnatic,Carnatic/artist/Desur Brothers.json
Madrimangalam S. Swaminathan,7,2569,Carnatic,Carnatic/artist/Madrimangalam S. Swaminathan.json
K. M. Soundaravalli,1,12,Carnatic,Carnatic/artist/K. M. Soundaravalli.json
V. Thiagarajan,5,780,Carnatic,Carnatic/artist/V. Thiagarajan.json
M. R. Gopinath,42,8668,Carnatic,Carnatic/artist/M. R. Gopinath.json
T. Viswanathan,260,193431,Carnatic,Carnatic/artist/T. Viswanathan.json
Chitti Babu,1321,4139099,Carnatic,Carnatic/artist/Chitti Babu.json
T. S. Sankaran,49,37891,Carnatic,Carnatic/artist/T. S. Sankaran.json
Chinmaya Sisters,359,1524793,Carnatic,Carnatic/artist/Chinmaya Sisters.json
Bharathi Ramasubban,139,157369,Carnatic,Carnatic/artist/Bharathi Ramasubban.json
Keyboard Sathya,373,1389280,Carnatic,Carnatic/artist/Keyboard Sathya.json
Vinay Sharva,206,238561,Carnatic,Carnatic/artist/Vinay Sharva.json
S. Rajeswari,132,113345,Carnatic,Carnatic/artist/S. Rajeswari.json
Nedunuri Krishnamurthy,2607,3982395,Carnatic,Carnatic/artist/Nedunuri Krishnamurthy.json
Sai Giridhar,23,246492,Carnatic,Carnatic/artist/Sai Giridhar.json
Trichur Brothers,1322,36988872,Carnatic,Carnatic/artist/Trichur Brothers.json
Chittoor G. Venkatesan,17,2106,Carnatic,Carnatic/artist/Chittoor G. Venkatesan.json
T. N. Bala,10,27268,Carnatic,Carnatic/artist/T. N. Bala.json
Sandeep Narayan,1513,30120190,Carnatic,Carnatic/artist/Sandeep Narayan.json
Nandita Ravi,76,60954,Carnatic,Carnatic/artist/Nandita Ravi.json
Hyderabad Brothers,1949,2513263,Carnatic,Carnatic/artist/Hyderabad Brothers.json
Y. G. Srilatha,151,90470,Carnatic,Carnatic/artist/Y. G. Srilatha.json
Srirangam Gopalaratnam,319,929436,Carnatic,Carnatic/artist/Srirangam Gopalaratnam.json
Uma Subramaniam,20,8535,Carnatic,Carnatic/artist/Uma Subramaniam.json
Balamani Eswar,10,2468,Carnatic,Carnatic/artist/Balamani Eswar.json
Charulatha Mani,608,8116612,Carnatic,Carnatic/artist/Charulatha Mani.json
Hemmige Prashanth,186,189081,Carnatic,Carnatic/artist/Hemmige Prashanth.json
J. B. Sruthi Sagar,395,1356266,Carnatic,Carnatic/artist/J. B. Sruthi Sagar.json
Geetha Bennett,151,112903,Carnatic,Carnatic/artist/Geetha Bennett.json
Thanmayee Krishnamurthy,58,174992,Carnatic,Carnatic/artist/Thanmayee Krishnamurthy.json
B. V. Raghavendra Rao,24,42958,Carnatic,Carnatic/artist/B. V. Raghavendra Rao.json
G. S. Mani,311,655288,Carnatic,Carnatic/artist/G. S. Mani.json
Aishwarya Vidhya Raghunath,411,928671,Carnatic,Carnatic/artist/Aishwarya Vidhya Raghunath.json
S. V. Ramani,6,6643,Carnatic,Carnatic/artist/S. V. Ramani.json
Nirmala Parthasarathy,4,419,Carnatic,Carnatic/artist/Nirmala Parthasarathy.json
T. Chowdiah,199,536156,Carnatic,Carnatic/artist/T. Chowdiah.json
B. Sivaraman,28,59382,Carnatic,Carnatic/artist/B. Sivaraman.json
Anuradha Krishnamoorthy,62,417531,Carnatic,Carnatic/artist/Anuradha Krishnamoorthy.json
K. Sivaprasad,57,55052,Carnatic,Carnatic/artist/K. Sivaprasad.json
Vasudha Ravi,253,988273,Carnatic,Carnatic/artist/Vasudha Ravi.json
Hyderabad Sisters,190,226230,Carnatic,Carnatic/artist/Hyderabad Sisters.json
Vivek Moozhikkulam,211,254648,Carnatic,Carnatic/artist/Vivek Moozhikkulam.json
Apoorva Krishna,76,104503,Carnatic,Carnatic/artist/Apoorva Krishna.json
N. C. Bharadwaj,39,347765,Carnatic,Carnatic/artist/N. C. Bharadwaj.json
N. Amrit,117,86412,Carnatic,Carnatic/artist/N. Amrit.json
Thirupampuram TKS Meenakshisundaram,33,28265,Carnatic,Carnatic/artist/Thirupampuram TKS Meenakshisundaram.json
Radha Bhaskar,329,110604,Carnatic,Carnatic/artist/Radha Bhaskar.json
K. S. Manjunath,2,967,Carnatic,Carnatic/artist/K. S. Manjunath.json
Bangalore N. Suresh,33,15851,Carnatic,Carnatic/artist/Bangalore N. Suresh.json
Sreevalsan J. Menon,1021,8872348,Carnatic,Carnatic/artist/Sreevalsan J. Menon.json
Vishal Sapuram,72,38012,Carnatic,Carnatic/artist/Vishal Sapuram.json
R. S. Mani,58,393423,Carnatic,Carnatic/artist/R. S. Mani.json
Puniya Srinivas,41,237739,Carnatic,Carnatic/artist/Puniya Srinivas.json
Mudikondan Venkatarama Iyer,85,139337,Carnatic,Carnatic/artist/Mudikondan Venkatarama Iyer.json
Aishwarya Saundarya,247,22026414,Carnatic,Carnatic/artist/Aishwarya Saundarya.json
Vivek Sadasivam,452,802791,Carnatic,Carnatic/artist/Vivek Sadasivam.json
Ranjani Nagaraj,27,150439,Carnatic,Carnatic/artist/Ranjani Nagaraj.json
Meera Sivaramakrishnan,44,16464,Carnatic,Carnatic/artist/Meera Sivaramakrishnan.json
Reetha Rajan,54,47115,Carnatic,Carnatic/artist/Reetha Rajan.json
V. Kamalakar Rao,33,32790,Carnatic,Carnatic/artist/V. Kamalakar Rao.json
Thiruvarur V. Namashivayam,9,8350,Carnatic,Carnatic/artist/Thiruvarur V. Namashivayam.json
Thanjavur Ramadas,4,10807,Carnatic,Carnatic/artist/Thanjavur Ramadas.json
K. Ramaraj,32,2463,Carnatic,Carnatic/artist/K. Ramaraj.json
Shrikantam Nagendra Shastri,93,58173,Carnatic,Carnatic/artist/Shrikantam Nagendra Shastri.json
Shreyas Narayanan,41,6467,Carnatic,Carnatic/artist/Shreyas Narayanan.json
Rajesh Vaidhya,447,18719158,Carnatic,Carnatic/artist/Rajesh Vaidhya.json
Thanjavur Sankara Iyer,112,52082,Carnatic,Carnatic/artist/Thanjavur Sankara Iyer.json
S. Kasim S. Babu,119,365285,Carnatic,Carnatic/artist/S. Kasim S. Babu.json
Thanjavur Upendran,34,47811,Carnatic,Carnatic/artist/Thanjavur Upendran.json
Angamaly KJ Jose,15,8799,Carnatic,Carnatic/artist/Angamaly KJ Jose.json
Nithyasree Mahadevan,3642,99491016,Carnatic,Carnatic/artist/Nithyasree Mahadevan.json
S. Varadarajan,63,213956,Carnatic,Carnatic/artist/S. Varadarajan.json
R. Shankarnarayanan,22,174579,Carnatic,Carnatic/artist/R. Shankarnarayanan.json
J. A. Jayanth,626,2071910,Carnatic,Carnatic/artist/J. A. Jayanth.json
Padma Shankar,120,91421,Carnatic,Carnatic/artist/Padma Shankar.json
Ambujam Vishwanathan,14,20074,Carnatic,Carnatic/artist/Ambujam Vishwanathan.json
Coimbatore N. Ramaswamy Pillai,13,33537,Carnatic,Carnatic/artist/Coimbatore N. Ramaswamy Pillai.json
Trichy K. Murali,13,3181,Carnatic,Carnatic/artist/Trichy K. Murali.json
G. N. Desikan,7,5583,Carnatic,Carnatic/artist/G. N. Desikan.json
N. Kesi,28,8203,Carnatic,Carnatic/artist/N. Kesi.json
C. S. Shankarashivam,10,4146,Carnatic,Carnatic/artist/C. S. Shankarashivam.json
Pakkala Ramdas,19,3919,Carnatic,Carnatic/artist/Pakkala Ramdas.json
Vijay Siva,859,3808770,Carnatic,Carnatic/artist/Vijay Siva.json
Raja Iyengar,62,129307,Carnatic,Carnatic/artist/Raja Iyengar.json
Valayapatti A. R. Subramaniam,174,19420997,Carnatic,Carnatic/artist/Valayapatti A. R. Subramaniam.json
MPN Ponnuswamy,17,61812,Carnatic,Carnatic/artist/MPN Ponnuswamy.json
Sanjay Subrahmanyan,4192,34269163,Carnatic,Carnatic/artist/Sanjay Subrahmanyan.json
Kamalakiran Vinjamuri,131,483247,Carnatic,Carnatic/artist/Kamalakiran Vinjamuri.json
Aishwarya Shankar,254,596500,Carnatic,Carnatic/artist/Aishwarya Shankar.json
V. V. Sadagopan,73,90684,Carnatic,Carnatic/artist/V. V. Sadagopan.json
Suguna Purushothaman,283,247580,Carnatic,Carnatic/artist/Suguna Purushothaman.json
Geetha Rajasekhar,31,14295,Carnatic,Carnatic/artist/Geetha Rajasekhar.json
V. K. Raman,958,7176628,Carnatic,Carnatic/artist/V. K. Raman.json
Nisha Rajagopal,867,2055991,Carnatic,Carnatic/artist/Nisha Rajagopal.json
Rajam Pushpavanam,21,16625,Carnatic,Carnatic/artist/Rajam Pushpavanam.json
D. Seshachari,99,143819,Carnatic,Carnatic/artist/D. Seshachari.json
Akkarai Subhalakshmi,83,765893,Carnatic,Carnatic/artist/Akkarai Subhalakshmi.json
V. V. Ravi,34,18202,Carnatic,Carnatic/artist/V. V. Ravi.json
M. Balamuralikrishna,11804,96773676,Carnatic,Carnatic/artist/M. Balamuralikrishna.json
S. P. Ramh,209,1240769,Carnatic,Carnatic/artist/S. P. Ramh.json
Pantula Rama,1082,2610020,Carnatic,Carnatic/artist/Pantula Rama.json
Maharajapuram Santhanam,4193,63277357,Carnatic,Carnatic/artist/Maharajapuram Santhanam.json
Vageesh,86,37902,Carnatic,Carnatic/artist/Vageesh.json
Abhishek Raghuram,1537,11135622,Carnatic,Carnatic/artist/Abhishek Raghuram.json
Trivandrum V. Balaji,7,40241,Carnatic,Carnatic/artist/Trivandrum V. Balaji.json
Shreya Devnath,147,298659,Carnatic,Carnatic/artist/Shreya Devnath.json
S. P. Ananthapadmanabha,10,521617,Carnatic,Carnatic/artist/S. P. Ananthapadmanabha.json
Praveen Sparsh,22,90593,Carnatic,Carnatic/artist/Praveen Sparsh.json
Raghu Ravi,18,10136,Carnatic,Carnatic/artist/Raghu Ravi.json
Thiruvarur S. Girish,139,202883,Carnatic,Carnatic/artist/Thiruvarur S. Girish.json
M. A. Sundareswaran,33,24146,Carnatic,Carnatic/artist/M. A. Sundareswaran.json
Padma Varadhan,17,4079,Carnatic,Carnatic/artist/Padma Varadhan.json
S. N. Narayanamurthy,17,1305,Carnatic,Carnatic/artist/S. N. Narayanamurthy.json
Sriram Gangadharan,117,236420,Carnatic,Carnatic/artist/Sriram Gangadharan.json
T. P. Vaidhyanathan,17,4029,Carnatic,Carnatic/artist/T. P. Vaidhyanathan.json
Malladi Ravikumar,7,20137,Carnatic,Carnatic/artist/Malladi Ravikumar.json
K. Bhaskaran,82,803505,Carnatic,Carnatic/artist/K. Bhaskaran.json
T. V. Venkatesan,8,2554,Carnatic,Carnatic/artist/T. V. Venkatesan.json
Varalakshmi Anandkumar,154,173931,Carnatic,Carnatic/artist/Varalakshmi Anandkumar.json
S. Sowmya,2324,26363090,Carnatic,Carnatic/artist/S. Sowmya.json
Shobhana Rangachari,48,61866,Carnatic,Carnatic/artist/Shobhana Rangachari.json
Palghat Mani Iyer,361,1893139,Carnatic,Carnatic/artist/Palghat Mani Iyer.json
Mannarkoil J. Balaji,51,65316,Carnatic,Carnatic/artist/Mannarkoil J. Balaji.json
Bellary M. Venkatesh Achar,45,15197,Carnatic,Carnatic/artist/Bellary M. Venkatesh Achar.json
Jyotsna Srikanth,55,830314,Carnatic,Carnatic/artist/Jyotsna Srikanth.json
Radha Jayalakshmi,1268,4128768,Carnatic,Carnatic/artist/Radha Jayalakshmi.json
Sirkazhi Govindarajan,304,4005376,Carnatic,Carnatic/artist/Sirkazhi Govindarajan.json
Kannikeswaran,60,88654,Carnatic,Carnatic/artist/Kannikeswaran.json
Madurai M. Balasubramaniam,10,2026,Carnatic,Carnatic/artist/Madurai M. Balasubramaniam.json
K. V. Prasad,52,194246,Carnatic,Carnatic/artist/K. V. Prasad.json
Srirangam. R. Ranganathan,1,3062,Carnatic,Carnatic/artist/Srirangam. R. Ranganathan.json
Shashank Subramanyam,692,4604114,Carnatic,Carnatic/artist/Shashank Subramanyam.json
K. J. Yesudas,1514,69331059,Carnatic,Carnatic/artist/K. J. Yesudas.json
Mysore Srikanth,23,329740,Carnatic,Carnatic/artist/Mysore Srikanth.json
Seshampatti T. Sivalingam,52,36195,Carnatic,Carnatic/artist/Seshampatti T. Sivalingam.json
K. U. Jayachandra Rao,34,61145,Carnatic,Carnatic/artist/K. U. Jayachandra Rao.json
Doraiswamy Iyengar,660,521177,Carnatic,Carnatic/artist/Doraiswamy Iyengar.json
Prapancham S. Balachandran,54,25398,Carnatic,Carnatic/artist/Prapancham S. Balachandran.json
T. Rukmani,136,49242,Carnatic,Carnatic/artist/T. Rukmani.json
K. S. Vishnudev,913,3454026,Carnatic,Carnatic/artist/K. S. Vishnudev.json
G. Guru Prasanna,8,247762,Carnatic,Carnatic/artist/G. Guru Prasanna.json
Krishnakumar Binny,172,5173585,Carnatic,Carnatic/artist/Krishnakumar Binny.json
N. C. Rangacharyulu,15,892,Carnatic,Carnatic/artist/N. C. Rangacharyulu.json
Prasad Venkataraman,4,104,Carnatic,Carnatic/artist/Prasad Venkataraman.json
N. S. Srinivasan,18,56232,Carnatic,Carnatic/artist/N. S. Srinivasan.json
Guruvayur Dorai,75,481132,Carnatic,Carnatic/artist/Guruvayur Dorai.json
Ramnad Krishnan,1332,2388472,Carnatic,Carnatic/artist/Ramnad Krishnan.json
B. V. Balasai,208,309232,Carnatic,Carnatic/artist/B. V. Balasai.json
R. Thiagarajan,84,38144,Carnatic,Carnatic/artist/R. Thiagarajan.json
Brindha Manickavasakan,536,1489528,Carnatic,Carnatic/artist/Brindha Manickavasakan.json
Vasumathi Badrinathan,43,31746,Carnatic,Carnatic/artist/Vasumathi Badrinathan.json
Thirucherai TVS Sivasubramaniam,14,1104,Carnatic,Carnatic/artist/Thirucherai TVS Sivasubramaniam.json
Shradda Ravindran,26,9184,Carnatic,Carnatic/artist/Shradda Ravindran.json
Anil Srinivasan,70,111250,Carnatic,Carnatic/artist/Anil Srinivasan.json
Nandini Rao Gujar,72,13813191,Carnatic,Carnatic/artist/Nandini Rao Gujar.json
Lakshmi Rangarajan,98,62114,Carnatic,Carnatic/artist/Lakshmi Rangarajan.json
S. R. Mahadeva Sarma,238,114103,Carnatic,Carnatic/artist/S. R. Mahadeva Sarma.json
D. B. Ashwin,54,70177,Carnatic,Carnatic/artist/D. B. Ashwin.json
T. Jayammal,63,118090,Carnatic,Carnatic/artist/T. Jayammal.json
Adyar S. Jayaraman,26,9459,Carnatic,Carnatic/artist/Adyar S. Jayaraman.json
Ranganayaki Rajagopalan,145,81880,Carnatic,Carnatic/artist/Ranganayaki Rajagopalan.json
Jayashree Aravind,111,846748,Carnatic,Carnatic/artist/Jayashree Aravind.json
Saindhavi Prakash,57,1166776,Carnatic,Carnatic/artist/Saindhavi Prakash.json
Bhargavi Balasubramaniam,160,470067,Carnatic,Carnatic/artist/Bhargavi Balasubramaniam.json
M. S. Ananthakrishnan,9,5436,Carnatic,Carnatic/artist/M. S. Ananthakrishnan.json
T. N. Rajarathnam Pillai,336,1149397,Carnatic,Carnatic/artist/T. N. Rajarathnam Pillai.json
Thiruvarur S. Swaminathan,7,1978,Carnatic,Carnatic/artist/Thiruvarur S. Swaminathan.json
Lathangi Jayamohan,1,33,Carnatic,Carnatic/artist/Lathangi Jayamohan.json
Salem Shriram,40,35092,Carnatic,Carnatic/artist/Salem Shriram.json
G. Ravikiran,614,550472,Carnatic,Carnatic/artist/G. Ravikiran.json
N. C. Soundaravalli,5,3060,Carnatic,Carnatic/artist/N. C. Soundaravalli.json
Delhi Sairam,25,149381,Carnatic,Carnatic/artist/Delhi Sairam.json
Raji Gopalakrishnan,226,301553,Carnatic,Carnatic/artist/Raji Gopalakrishnan.json
S. Sunil Kumar,2,0,Carnatic,Carnatic/artist/S. Sunil Kumar.json
Salem Gayathri Venkatesan,183,120682,Carnatic,Carnatic/artist/Salem Gayathri Venkatesan.json
O. S. Thyagarajan,1674,1196005,Carnatic,Carnatic/artist/O. S. Thyagarajan.json
Brinda Muktha,703,1574312,Carnatic,Carnatic/artist/Brinda Muktha.json
